name,creator,creation_date,updater,update_date,closed_date,message
rails/rails,Jeremy Kemper,1197001220000,Jeremy Kemper,1197001220000,NaN,"v2.0.0"
rails/rails,Michael Koziarski,1196304769000,Michael Koziarski,1196304769000,NaN,"v2.0.0_RC2"
rails/rails,David Heinemeier Hansson,1194646132000,David Heinemeier Hansson,1194646132000,NaN,"v2.0.0_RC1"
rails/rails,David Heinemeier Hansson,1191185870000,David Heinemeier Hansson,1191185870000,NaN,"v2.0.0_PR"
rails/rails,Michael Koziarski,1195862677000,Michael Koziarski,1195862677000,NaN,"v1.2.6"
rails/rails,David Heinemeier Hansson,1192161621000,David Heinemeier Hansson,1192161621000,NaN,"v1.2.5"
rails/rails,David Heinemeier Hansson,1191557489000,David Heinemeier Hansson,1191557489000,NaN,"v1.2.4"
rails/rails,Rick Olson,1173763975000,Rick Olson,1173763975000,NaN,"v1.2.3"
rails/rails,David Heinemeier Hansson,1170728778000,David Heinemeier Hansson,1170728778000,NaN,"v1.2.2"
rails/rails,Thomas Fuchs,1169152037000,Thomas Fuchs,1169152037000,NaN,"v1.2.1"
rails/rails,David Heinemeier Hansson,1169104713000,David Heinemeier Hansson,1169104713000,NaN,"v1.2.0"
rails/rails,Michael Koziarski,1167956214000,Michael Koziarski,1167956214000,NaN,"v1.2.0_RC2"
rails/rails,David Heinemeier Hansson,1164259004000,David Heinemeier Hansson,1164259004000,NaN,"v1.2.0_RC1"
rails/rails,Nicholas Seckar,1155230035000,Nicholas Seckar,1155230035000,NaN,"v1.1.6"
rails/rails,Michael Koziarski,1155080279000,Michael Koziarski,1155080279000,NaN,"v1.1.5"
rails/rails,David Heinemeier Hansson,1151637342000,David Heinemeier Hansson,1151637342000,NaN,"v1.1.4"
rails/rails,David Heinemeier Hansson,1151434866000,David Heinemeier Hansson,1151434866000,NaN,"v1.1.3"
rails/rails,David Heinemeier Hansson,1144434583000,David Heinemeier Hansson,1144434583000,NaN,"v1.1.2"
rails/rails,David Heinemeier Hansson,1144346911000,David Heinemeier Hansson,1144346911000,NaN,"v1.1.1"
rails/rails,Michael Koziarski,1143519931000,Michael Koziarski,1143519931000,NaN,"v1.1.0"
rails/rails,Marcel Molina,1142971661000,Marcel Molina,1142971661000,NaN,"v1.1.0_RC1"
rails/rails,Thomas Fuchs,1134499270000,Thomas Fuchs,1134499270000,NaN,"v1.0.0"
rails/rails,David Heinemeier Hansson,1134021383000,David Heinemeier Hansson,1134021383000,NaN,"v0.14.4"
rails/rails,Jamis Buck,1131386971000,Jamis Buck,1131386971000,NaN,"v0.14.3"
rails/rails,David Heinemeier Hansson,1130354725000,David Heinemeier Hansson,1130354725000,NaN,"v0.14.2"
rails/rails,Jamis Buck,1129729665000,Jamis Buck,1129729665000,NaN,"v0.14.1"
rails/rails,Sam Stephenson,1121053582000,Sam Stephenson,1121053582000,NaN,"v0.13.1"
rails/rails,David Heinemeier Hansson,1120654094000,David Heinemeier Hansson,1120654094000,NaN,"v0.13.0"
rails/rails,David Heinemeier Hansson,1113855363000,David Heinemeier Hansson,1113855363000,NaN,"v0.12.0"
rails/rails,David Heinemeier Hansson,1111880464000,David Heinemeier Hansson,1111880464000,NaN,"v0.11.1"
rails/rails,David Heinemeier Hansson,1111498564000,David Heinemeier Hansson,1111498564000,NaN,"v0.11.0"
rails/rails,David Heinemeier Hansson,1110110833000,David Heinemeier Hansson,1110110833000,NaN,"v0.10.1"
rails/rails,David Heinemeier Hansson,1109081682000,David Heinemeier Hansson,1109081682000,NaN,"v0.10.0"
rails/rails,David Heinemeier Hansson,1106678116000,David Heinemeier Hansson,1106678116000,NaN,"v0.9.5"
rails/rails,David Heinemeier Hansson,1105991721000,David Heinemeier Hansson,1105991721000,NaN,"v0.9.4.1"
rails/rails,David Heinemeier Hansson,1105898567000,David Heinemeier Hansson,1105898567000,NaN,"v0.9.4"
rails/rails,David Heinemeier Hansson,1104709341000,David Heinemeier Hansson,1104709341000,NaN,"v0.9.3"
rails/rails,David Heinemeier Hansson,1103759777000,David Heinemeier Hansson,1103759777000,NaN,"v0.9.2"
rails/rails,David Heinemeier Hansson,1102357196000,David Heinemeier Hansson,1102357196000,NaN,"v0.9.1"
rails/rails,Vijay Dev,1313779657000,Xavier Noria,1313784740000,NaN,"list"
